trans_unix,merchant,category,amt,gender,city,state,city_pop,job,dob_unix,is_fraud,logamt
10.52,560,3,61.03,1,735,21,313,249,228182400,0,4.111365547
11.93,260,6,6.11,2,307,36,22930,290,91497600,0,1.809926773
11.84,525,9,1.62,1,243,23,372,189,837043200,0,0.482426149
11.49,348,12,1154.49,1,814,44,144160,433,484012800,0,7.051413967
3.79,212,7,5.18,1,681,25,241,253,183600000,0,1.644805056
12.74,255,4,54.38,2,434,20,76383,216,512956800,0,3.995996439
10.42,379,2,77.73,1,611,48,149,429,298771200,0,4.353241283
6.3,320,11,23.42,1,700,25,1847,447,625363200,0,3.153590358
7.93,690,11,15.2,1,764,14,4161,363,-364694400,0,2.721295428
9.14,115,11,5.77,2,31,25,35439,261,512611200,0,1.752672081
12.91,623,3,46.49,1,322,35,69,75,707616000,0,3.839237236
6.79,639,1,71.56,1,271,10,224256,328,525657600,0,4.270536259
3.34,456,8,55.39,2,325,44,2395,335,785030400,0,4.014399072
12.6,499,3,52.91,1,742,20,2121,386,150940800,0,3.968592357
10.49,193,8,38.84,2,190,13,223,185,-937872000,0,3.659450643
2.94,221,11,41.1,1,630,20,4845,5,-1334880000,0,3.716008122
4.29,244,5,110.87,2,635,28,3402,249,-1299888000,0,4.708358344
12.16,581,10,3.94,1,256,2,27829,348,-456019200,0,1.371180723
1.15,487,12,321.36,1,786,11,1324,175,-1340409600,0,5.77256199
12.3,685,8,47.97,1,746,29,77,194,661392000,0,3.870575816
10.35,141,9,7.22,2,596,43,9496,204,764380800,0,1.976854953
11.99,164,11,43.24,1,289,39,7565,247,-530755200,0,3.766765993
6.25,275,14,8.78,1,617,12,1490,414,703036800,0,2.172476408
2.33,247,13,1.09,1,170,50,630,197,-297475200,0,0.086177696
2.29,400,3,59.05,1,834,3,7155,163,259459200,0,4.078384543
3.48,395,5,119.37,1,592,44,178,487,455932800,0,4.782227913
3.17,189,7,20.28,1,170,50,630,197,-297475200,0,3.009635179
5.66,573,5,219.54,1,113,48,14871,377,163641600,0,5.391534448
6.23,204,13,4.27,1,444,6,320420,490,207532800,0,1.451613827
10.67,296,12,428.21,1,537,23,16305,373,-1313020800,0,6.059613729
12.63,231,2,21.76,2,23,16,2304,398,-424137600,0,3.080073422
5.32,674,10,22.04,1,381,48,50489,325,478396800,0,3.092858984
11.55,66,9,1.81,2,112,46,43102,222,-571104000,0,0.593326845
4.17,317,2,6.13,1,870,21,718,390,511574400,0,1.81319475
3.86,245,10,13.17,1,196,5,107941,57,718070400,0,2.577941516
7.31,121,4,95.74,2,535,37,7163,200,413251200,0,4.561636184
11.38,274,3,66.37,1,163,29,307,281,-1211414400,0,4.195245147
3.86,134,1,264.41,2,635,28,3402,249,-1299888000,0,5.577500929
10.04,394,12,14.32,1,430,51,35371,342,620697600,0,2.661657162
5.35,71,10,25.83,2,582,34,214518,65,-282787200,0,3.251536607
4.37,420,14,6.73,1,711,44,932,338,-443750400,0,1.906575144
5.38,308,14,4.54,2,30,35,7987,461,-151372800,0,1.512927012
5.58,397,8,64.39,2,404,10,32891,475,571708800,0,4.164958342
10.28,357,2,44.19,2,423,10,237282,388,-229132800,0,3.788498519
10.81,290,1,79.07,2,690,15,928,326,516326400,0,4.370333536
12.43,643,2,10.07,2,878,15,27020,477,553996800,0,2.309560707
5.38,30,5,80.82,1,335,27,743,490,105321600,0,4.39222446
2.83,289,1,5.39,1,562,44,4993,410,-633916800,0,1.684545385
11.7,628,13,1.95,1,458,18,736284,176,-528595200,0,0.667829373
6.21,422,12,576.95,1,52,46,863,170,113702400,0,6.357755608
4.23,662,9,1.27,1,289,39,7565,247,-530755200,0,0.2390169
5.65,439,13,132.5,2,556,15,1504,283,781315200,0,4.886582645
2.55,643,2,8.69,2,813,21,470,306,-117936000,0,2.162172939
4.36,264,8,29.98,1,617,12,1490,414,703036800,0,3.400530493
9.69,267,1,64.96,1,477,44,498,270,690854400,0,4.173771696
3.66,615,7,31.86,2,454,24,5211,80,570240000,0,3.461351304
1.77,663,1,28.33,2,674,2,4159,147,918000000,0,3.343921314
4.02,513,7,27.37,1,337,13,1583,212,962064000,0,3.309447523
3.14,115,11,42.2,1,637,15,2135,375,1115510400,0,3.742420221
7.01,341,14,3.5,1,207,19,6581,301,-154137600,0,1.252762968
4.18,218,5,179.84,1,182,28,12335,80,590544000,0,5.192067567
4.21,668,8,43.39,2,859,47,140,131,657072000,0,3.770229
12.47,485,8,17.85,1,75,13,888,61,606787200,0,2.882003508
7.92,323,1,24.8,2,652,10,79008,382,494294400,0,3.210843653
1.32,370,8,6.81,1,272,51,1645,245,540518400,0,1.91839212
11.41,246,9,9.07,1,700,25,1847,447,625363200,0,2.204972264
3.67,460,5,128.41,2,216,15,2092,370,-210643200,0,4.85522827
2.09,418,10,325.62,2,263,28,238602,414,768873600,0,5.785731057
6.03,71,12,6.96,1,228,39,427,299,-565056000,0,1.940179474
3.27,295,1,40.85,1,680,33,606,440,621043200,0,3.709906821
7.22,29,1,92,1,691,18,571,383,-1193616000,0,4.521788577
6.9,456,8,7.06,1,149,39,606,153,906422400,0,1.954445052
11.02,154,7,154.34,1,79,44,1563,195,289353600,0,5.039157961
5.07,539,1,79.58,2,597,39,737,318,577756800,0,4.376762805
1.76,401,13,33.1,1,177,35,722,103,687830400,0,3.499533282
7.76,363,7,29.31,1,387,39,6508,479,393552000,0,3.377928755
7.45,194,12,9.91,1,430,51,35371,342,620697600,0,2.293544348
1.22,374,8,20.04,2,790,15,2135,131,-249868800,0,2.997730276
8.86,450,11,23.07,1,705,37,551,24,54777600,0,3.138533072
9.13,149,9,13.05,2,142,39,348,282,-746668800,0,2.568788134
7.74,10,14,5.16,1,117,44,522,95,-719020800,0,1.640936579
7.19,193,8,54.5,2,338,26,4573,189,603417600,0,3.998200702
2.35,165,7,55.78,1,232,7,647,103,591148800,0,4.021415382
4.22,457,7,37.31,2,665,13,1426,17,-373161600,0,3.619261387
12.22,27,8,42.19,1,809,37,413574,453,84067200,0,3.742183226
5.32,610,4,57.78,2,564,35,4354,206,792892800,0,4.056642695
8.51,229,8,7.83,2,411,6,207,310,-412732800,0,2.05796251
8.85,67,8,12.5,1,438,44,4090,437,259459200,0,2.525728644
12.47,245,10,2.58,1,763,42,343,132,100137600,0,0.947789399
6.64,72,14,4.97,1,55,3,4074,409,219801600,0,1.60341984
4.96,287,14,4.83,1,185,18,502,76,-281404800,0,1.574846468
9.43,102,13,7.79,2,373,5,4677,265,-431049600,0,2.05284086
11.86,664,7,140.81,1,879,28,186140,178,445046400,0,4.947411464
12.38,170,8,48.65,2,62,35,1766,288,-207619200,0,3.884651809
8.09,623,3,68.5,1,845,49,15426,161,-1023926400,0,4.226833745
7.69,209,3,51.64,1,361,35,1304,258,45273600,0,3.944296566
2.78,234,14,553.48,2,126,30,566,297,191462400,0,6.316225618
2.32,420,14,3.52,2,246,18,48194,438,673228800,0,1.25846099
6.54,658,2,64.04,1,810,35,6120,71,245203200,0,4.159507888
11.21,679,5,96.9,2,445,23,96942,229,-118454400,0,4.573679519
5.35,36,11,16.03,2,654,35,2471,224,-92966400,0,2.774461967
1.1,582,7,73.09,2,330,28,6006,328,490665600,0,4.291691558
4.07,434,14,8.08,2,330,28,6006,328,490665600,0,2.089391873
7.64,409,11,36.11,1,196,5,107941,57,718070400,0,3.586569835
5.45,109,9,393.07,2,23,16,2304,398,-424137600,0,5.973987713
8.8,291,9,8.16,1,355,30,1745,156,157248000,0,2.099244169
7.5,349,2,97.95,1,809,37,413574,50,-17020800,0,4.584457144
3,455,13,11.9,1,815,39,328,482,459475200,0,2.4765384
7.56,597,7,15.03,1,662,44,263,45,-397353600,0,2.710048204
8.42,127,8,120.72,1,485,25,1019,16,317692800,0,4.793473814
1.24,120,3,76.12,2,69,2,71463,385,634435200,0,4.332311042
3.52,591,3,79.85,2,42,11,741,87,546566400,0,4.380149875
9.78,372,11,68.05,2,226,6,565,295,304560000,0,4.220242729
1.93,95,5,218.47,1,702,44,18128,257,689472000,0,5.386648705
3.38,481,4,59.63,1,642,39,1526206,436,504921600,0,4.088158803
10.51,462,7,23.2,2,612,35,1970,367,-617414400,0,3.144152279
10.86,366,3,48.66,1,786,11,1324,175,-1340409600,0,3.884857337
11.37,472,7,20.91,2,12,35,239,386,-399772800,0,3.040227513
4.11,588,10,8.96,2,599,49,5548,299,211161600,0,2.192770227
6.77,359,4,49.28,2,194,44,1263321,126,-513216000,0,3.897518319
7.25,383,11,5.34,1,27,41,530,27,642643200,0,1.675225653
7.77,485,8,46.58,1,461,35,8830,465,701740800,0,3.841171264
4.37,385,10,9.25,1,163,29,307,281,-1211414400,0,2.224623552
9.8,44,3,64.01,1,60,39,28425,345,992044800,0,4.159039321
10.7,258,8,32.94,1,206,18,230,104,902188800,0,3.494687725
9.97,307,14,5.47,2,703,23,31515,346,89683200,0,1.699278616
4.26,230,3,34.69,2,868,18,564,332,860630400,0,3.546451461
10.44,457,7,86.42,1,55,3,4074,409,219801600,0,4.459219131
5.47,494,6,31.45,1,390,2,1089,287,89424000,0,3.448398983
9.12,493,13,4.98,2,797,36,9051,43,442368000,0,1.605429891
12.89,94,3,30.61,1,54,13,1075,449,883699200,0,3.421326753
11.75,78,3,76.44,1,16,35,2148,440,-492652800,0,4.336506119
6.51,559,7,106.07,1,742,20,2121,386,150940800,0,4.664099254
2.87,247,13,134.2,2,758,47,1654,480,696816000,0,4.899331225
5.91,467,5,98.99,1,546,15,1810,384,188611200,0,4.595018835
9.99,425,13,71.9,1,866,38,597,201,-240537600,0,4.275276265
7.02,57,13,3.08,1,221,46,1970,152,526003200,0,1.124929597
9.67,339,11,131.48,2,4,23,937,455,-338947200,0,4.878854749
4.77,389,2,68.68,2,550,23,128715,227,832896000,0,4.229458036
3.08,675,10,39.71,1,700,25,1847,447,625363200,0,3.681603045
3.01,473,5,50.78,2,692,51,19408,267,779241600,0,3.927502576
9.07,492,7,44.48,1,573,29,248,243,-20131200,0,3.79503965
3.69,14,12,1.38,1,500,14,84106,250,66614400,0,0.322083499
9.78,607,8,41.08,1,774,22,1131,281,-304473600,0,3.715521385
10.28,430,13,293.86,1,810,35,6120,71,245203200,0,5.683103463
12.31,200,12,65.66,1,515,2,270712,440,94953600,0,4.184489912
4.48,594,12,92.77,2,541,36,177,188,170640000,0,4.530123312
9.66,603,5,66.29,1,392,35,824,481,525916800,0,4.194039056
6.79,168,6,2.87,1,168,48,761,77,-804988800,0,1.05431203
7.66,227,6,58.4,2,429,37,861,382,-275616000,0,4.06731589
3.87,178,9,177.55,1,591,44,23,116,22204800,0,5.179252259
4.17,78,3,107.31,1,583,30,509,312,369360000,0,4.675721842
5.6,482,7,14.82,1,333,3,222,366,-177465600,0,2.69597762
8.85,368,12,94.46,2,613,24,1680,230,250560000,0,4.548176464
5.35,543,5,121.8,1,459,33,1925,147,-523929600,0,4.802380355
12.12,422,12,9.44,1,297,44,5875,388,743472000,0,2.24495598
10.8,538,12,1.34,2,311,5,589,444,-726796800,0,0.292669614
7.58,672,8,62.8,1,590,36,1443,395,-215568000,0,4.139955073
1.36,693,11,39.51,2,401,19,68211,171,-873936000,0,3.676553804
2.95,20,13,2.41,1,91,10,79613,179,312768000,0,0.879626748
5.9,421,7,33.35,1,170,50,630,197,-297475200,0,3.507057772
5.52,46,7,16.52,1,301,39,489,331,-388022400,0,2.804571768
8.29,383,11,110.23,1,185,18,502,76,-281404800,0,4.702569092
11.06,62,8,22.89,1,552,5,94014,22,524966400,0,3.130700134
1.28,436,7,32.65,1,607,16,1228,114,700358400,0,3.485844856
6.68,212,7,90.87,1,871,25,760,363,525830400,0,4.509429914
12.35,90,7,17.31,2,352,36,128,82,-717897600,0,2.851284369
1.57,574,2,18.11,1,103,35,2504700,292,967680000,0,2.896464272
3.13,651,4,74.19,1,547,23,2523,215,606441600,0,4.30662937
7.03,233,4,37.24,1,739,10,50835,179,538963200,0,3.617383452
12.05,17,2,66.34,2,478,35,1988,181,296265600,0,4.194793034
5.42,304,9,2.67,2,5,36,272134,60,-151459200,0,0.982078472
9.32,546,13,6.76,1,617,12,1490,414,703036800,0,1.91102289
10.51,377,14,9.44,2,69,2,71463,385,634435200,0,2.24495598
9.45,613,8,38.54,1,864,35,4056,194,677808000,0,3.651696663
7.97,215,7,5.31,2,311,5,589,444,-726796800,0,1.669591835
11.06,101,3,42.97,1,145,15,478,262,-283046400,0,3.760502198
11.29,505,12,321.12,1,539,35,4895,6,-321148800,0,5.771814885
6.02,372,11,46.63,1,879,28,186140,178,445046400,0,3.842244111
3.59,462,7,95.08,2,518,32,3279,220,307929600,0,4.554718642
6.18,638,6,47.95,1,358,44,2906700,111,503539200,0,3.870158801
2.62,188,7,2.27,1,786,11,1324,175,-1340409600,0,0.819779831
10.5,496,8,98.12,2,307,36,22930,290,91497600,0,4.586191219
3.95,483,13,61.02,1,405,44,24536,301,466473600,0,4.111201679
10.96,290,1,16.01,2,766,44,316665,146,684633600,0,2.773213527
2.27,2,11,1.55,1,667,40,203571,312,849139200,0,0.438254931
9.09,464,3,41.18,2,415,35,275,456,-137980800,0,3.717952702
8.63,609,5,49.32,2,299,2,5901,115,112406400,0,3.898329678
12.24,573,5,40.29,2,836,23,134056,136,358992000,0,3.696103299
7.09,195,1,34.43,2,308,32,804,248,-119059200,0,3.538928277
6.77,571,5,101.11,2,859,47,140,131,657072000,0,4.616209033
1.54,147,5,107.23,2,605,15,639,288,428544000,0,4.67497606
7.65,383,11,6.3,1,735,21,313,249,228182400,0,1.840549633
9.84,350,13,146.71,2,15,13,1700,166,1040256000,0,4.988457849
11.43,399,11,14.5,2,73,35,397,369,-1177286400,0,2.674148649
8.18,427,9,230.94,2,205,42,1979,301,37670400,0,5.442157937
8.6,171,6,1.51,1,838,8,601723,352,542678400,0,0.412109651
7.46,91,7,59.52,1,270,19,1178,100,-553996800,0,4.086312391
2,539,1,91.36,2,161,26,3451,196,485308800,0,4.514807746
7.47,80,9,3.83,2,210,19,71335,223,801878400,0,1.342864803
4.59,256,12,30.85,2,794,3,111,63,992390400,0,3.42913675
3.1,416,7,99.2,2,687,32,825,273,710294400,0,4.597138014
3.04,196,5,116.02,2,121,36,192805,54,-173836800,0,4.75376259
12.26,464,3,49.83,1,796,45,46,441,577670400,0,3.908617212
4.2,264,8,58.67,1,232,7,647,103,591148800,0,4.071928523
8.81,516,9,72.53,2,468,18,798,190,-1341792000,0,4.284000269
1.42,650,12,61.26,1,488,18,14228,12,70329600,0,4.115127101
3.03,176,12,161.76,2,524,26,2870,72,952128000,0,5.086113755
6.85,303,12,15.06,1,816,10,11432,353,544147200,0,2.712042222
8.46,523,3,62.54,1,770,24,2607,266,849571200,0,4.135806352
2.14,381,3,60.77,1,705,37,551,24,54777600,0,4.107096246
8.33,431,12,719.45,1,78,25,467,17,-587001600,0,6.578487031
3.43,540,4,51.31,2,891,36,341,5,314323200,0,3.937885665
9.17,132,13,148.48,2,556,15,1504,283,781315200,0,5.000450269
12.71,491,7,33.63,2,112,46,43102,222,-571104000,0,3.515418526
6.06,278,6,125.72,2,339,43,4729,214,419558400,0,4.834057212
7.44,285,13,2.2,2,789,50,571,5,-40867200,0,0.78845736
2.48,452,1,23.86,1,872,11,3430,141,-592444800,0,3.172203417
1.9,124,1,20.05,1,13,11,165556,352,914716800,0,2.998229154
10.49,89,4,48.74,2,69,2,71463,385,634435200,0,3.886500048
11.08,114,6,2.33,1,521,35,3487,384,-283046400,0,0.845868268
5.1,499,3,97.02,2,518,32,3279,220,307929600,0,4.574917143
9.91,471,1,17.37,1,241,41,1352,169,750038400,0,2.85474458
4.9,537,8,92,1,681,25,241,253,183600000,0,4.521788577
4.76,42,1,30.66,1,702,44,18128,257,689472000,0,3.422958873
10.13,184,3,60.09,1,14,44,106,142,459388800,0,4.095843438
3.65,397,8,141.1,2,658,38,841711,159,-181353600,0,4.949468859
2.07,156,3,55.03,2,4,23,937,455,-338947200,0,4.007878491
9.05,615,7,75.37,2,18,51,110,11,137894400,0,4.322409318
1.32,405,10,163.03,1,696,51,27971,305,491702400,0,5.093934233
6.27,534,4,10.91,2,332,5,93193,143,829785600,0,2.3896798
1.8,391,3,64.36,2,464,25,519,475,-90979200,0,4.164492322
3.6,20,13,9.23,1,805,17,163415,417,1135900800,0,2.222459049
12.94,409,11,41.73,1,179,35,1166,93,455760000,0,3.731220295
9.78,467,5,166.94,2,385,35,1666,133,-15897600,0,5.117634466
2.99,48,3,60.15,1,476,51,241,147,377308800,0,4.096841442
10.18,33,13,31.88,1,412,33,310,440,307497600,0,3.461978854
11.37,396,5,100.72,2,423,10,237282,388,-229132800,0,4.61234439
4.53,458,7,78.34,2,213,23,673342,478,-699580800,0,4.361058328
4.41,88,5,92.5,2,820,39,1102,209,647395200,0,4.527208645
12.55,327,6,48.13,1,153,37,1760,316,96249600,0,3.873905683
11.98,77,8,37.49,1,315,28,5621,476,153619200,0,3.624074231
4.99,225,13,2.09,1,783,5,54287,123,117504000,0,0.737164066
4.88,200,12,64.33,2,194,44,1263321,126,-513216000,0,4.164026085
11.49,350,13,1.25,2,858,35,11250,270,272073600,0,0.223143551
2.06,474,13,7.25,2,302,21,5927,39,139968000,0,1.981001469
9.09,167,6,182.09,1,545,37,540,393,466300800,0,5.20450107
7.19,314,12,5.47,2,81,28,2290,157,-728006400,0,1.699278616
6.56,496,8,34.14,1,680,33,606,440,621043200,0,3.530469717
6.81,504,12,6.2,2,261,23,1126,205,-425779200,0,1.824549292
7.66,245,10,85.71,1,271,10,224256,328,525657600,0,4.450969505
7.76,14,12,5.48,1,670,15,754,348,-209520000,0,1.701105101
3.5,255,4,55.86,2,554,44,686,334,365299200,0,4.022848561
3.35,102,13,90.42,1,155,44,34153,56,842313600,0,4.504465482
9.88,314,12,2.64,1,749,38,217,401,-1270252800,0,0.970778917
12.59,20,13,4.45,1,505,29,454,356,112752000,0,1.492904096
10.32,197,5,147.14,2,628,22,1892,43,-405043200,0,4.991384515
7.97,409,11,20.13,1,739,10,50835,179,538963200,0,3.00221124
9.61,99,2,2.48,2,792,48,895,92,959644800,0,0.90825856
2.48,469,5,161.64,2,464,25,519,475,-90979200,0,5.08537164
2.53,254,11,2.77,2,861,32,8097,288,-153705600,0,1.01884732
2.05,521,8,34.83,1,286,28,12486,30,-1101168000,0,3.550479084
4.37,617,10,2.78,1,870,21,718,390,511574400,0,1.022450928
1.36,260,6,14.87,1,53,19,378909,124,256953600,0,2.69934576
6.03,148,5,155.81,1,271,10,224256,328,525657600,0,5.048637316
2.68,399,11,73.74,2,556,15,1504,283,781315200,0,4.300545393
2.2,668,8,37.98,1,557,41,2206,49,567907200,0,3.637059705
8.09,151,14,3.49,2,463,44,254282,135,-534124800,0,1.249901736
1.02,266,10,86.86,2,889,2,3395,141,317260800,0,4.464297627
7.82,213,4,38.38,2,28,46,207410,300,489196800,0,3.647536491
11.69,274,3,62.07,2,631,15,1656,188,18576000,0,4.12826278
4.28,76,14,3.68,1,657,10,181438,351,-1097884800,0,1.302912752
9.7,280,7,19.88,1,611,48,149,429,298771200,0,2.989714201
2.29,574,2,56.02,1,809,37,413574,50,-17020800,0,4.02570877
5.78,172,2,42.75,2,326,32,4664,387,-110678400,0,3.755369195
9.05,602,13,4.1,1,89,41,1523,396,486604800,0,1.410986974
9.34,456,8,39.86,2,656,10,42619,180,213408000,0,3.685373315
6.92,630,10,99.61,1,203,17,5760,75,307584000,0,4.601262561
10.21,200,12,17.16,1,575,3,1383,283,968544000,0,2.842581094
12.27,561,9,349.06,1,48,42,63,445,26092800,0,5.855243827
9.82,6,4,25.43,2,306,5,308,60,-324518400,0,3.235929579
8.02,61,8,7.47,2,576,11,5666,403,1095033600,0,2.010894999
9.13,464,3,59.35,1,486,44,1791,112,-108432000,0,4.083452121
11.67,671,13,14.97,2,63,27,18182,164,204768000,0,2.706048198
12.78,225,13,5.44,2,10,46,321490,410,718070400,0,1.693779061
3.14,236,9,87.22,2,683,34,276896,241,889660800,0,4.468433662
12.36,581,10,6.52,2,840,34,4290,26,660787200,0,1.874874376
12.75,283,2,81.5,2,503,20,47249,285,375235200,0,4.40060302
6.05,299,10,32.91,2,272,51,1645,203,225676800,0,3.493776563
6.5,408,3,36.24,1,78,25,467,17,-587001600,0,3.590163481
9.19,529,12,9.18,2,813,21,470,306,-117936000,0,2.217027205
12.76,553,7,3.31,1,33,3,2856,238,-1336435200,0,1.196948189
9.26,3,2,1.04,1,787,30,1789,246,413769600,0,0.039220713
11.05,528,6,87.99,1,357,41,13717,83,-603590400,0,4.477223172
10.23,339,11,18.15,1,785,4,2872,334,593913600,0,2.898670561
8.63,512,4,10.18,1,115,17,1689,208,911347200,0,2.320425011
5.28,407,6,21.8,2,794,3,111,63,992390400,0,3.08190997
8.16,668,8,15.45,1,642,39,1526206,436,504921600,0,2.737609003
10.56,366,3,92.61,1,145,15,478,262,-283046400,0,4.528397127
3.75,663,1,32.45,1,33,3,2856,238,-1336435200,0,3.479700443
9.7,604,7,50.05,2,464,25,519,475,-90979200,0,3.913022506
1.49,429,5,78.21,1,546,15,1810,384,188611200,0,4.359397517
12.79,83,10,3.53,2,367,2,190178,460,134006400,0,1.261297871
12.37,607,8,11.74,1,716,19,10076,443,282614400,0,2.463001814
3.26,487,12,2.14,1,140,3,4726,337,266025600,0,0.760805829
11.42,250,2,1.45,2,359,24,272,203,1025827200,0,0.371563556
1.48,570,2,44.75,2,30,35,7987,461,-151372800,0,3.801091445
5.26,385,10,31.47,2,173,3,376,122,-956707200,0,3.449034711
1.17,296,12,6.01,1,418,51,635,359,142905600,0,1.793424749
5.72,563,8,51.8,2,413,25,1201,155,353721600,0,3.947390149
4.99,78,3,71.99,2,467,14,4154,308,-219369600,0,4.27652722
10.63,445,3,51.38,1,180,37,1493,24,511747200,0,3.939248992
9.66,356,9,80.02,1,637,15,2135,375,1115510400,0,4.382276603
7.71,70,7,3.63,1,420,37,1078,365,-520387200,0,1.289232648
4.32,396,5,106.18,1,787,30,1789,246,413769600,0,4.665135767
7.23,623,3,62.32,1,601,32,2456,420,795052800,0,4.132282402
4.04,25,3,64.03,1,515,2,270712,440,94953600,0,4.159351724
12.97,518,14,9.67,2,523,28,69793,109,-475459200,0,2.269028309
2.03,256,12,4.82,2,516,41,1514,80,-64627200,0,1.572773928
5.06,471,1,82.45,1,641,2,5778,154,-507254400,0,4.412192049
4.5,54,11,14.43,2,792,48,895,92,959644800,0,2.669309373
10.31,505,12,3.67,1,534,25,1631,32,-503280000,0,1.300191662
2.73,435,9,162.72,1,215,36,2644,157,462153600,0,5.092030932
3.44,510,2,40.28,1,662,44,263,45,-397353600,0,3.695855068
1.57,208,6,189.23,1,795,50,836,201,399427200,0,5.242963206
1.62,173,9,36.06,2,346,16,23727,98,413510400,0,3.585184218
4.12,690,11,143.29,2,731,22,18760,281,-1128211200,0,4.964870549
8.86,32,12,6.95,2,371,6,648,98,22723200,0,1.93874166
3.99,381,3,80.38,2,604,13,568,94,17625600,0,4.386765389
6.4,45,8,18.64,1,91,47,5895,412,205977600,0,2.925309809
11.42,183,11,18.93,1,805,17,163415,417,1135900800,0,2.940747965
10.22,668,8,61.72,1,515,2,270712,440,94953600,0,4.122608027
10.04,340,14,8.72,1,677,44,43,172,-607305600,0,2.165619238
3.37,120,3,49.63,1,276,42,355,195,-426643200,0,3.90459549
9.29,129,13,124.12,2,678,30,2202,428,172540800,0,4.82124884
10.28,102,13,7.86,1,113,48,14871,377,163641600,0,2.061786606
9.27,356,9,20.53,1,241,41,1352,169,750038400,0,3.021887231
5.27,600,2,64.03,2,548,43,158701,259,289526400,0,4.159351724
8.36,455,13,2.9,2,724,44,1595797,188,220492800,0,1.064710737
12.02,67,8,14.13,2,683,34,276896,241,889660800,0,2.648300197
8.21,272,5,112.96,1,734,41,302,278,136857600,0,4.727033774
7.95,557,12,5.78,2,425,23,4474,151,222048000,0,1.754403683
12.88,536,9,57.52,2,132,21,663,345,1123200,0,4.052132713
3.29,530,8,55.26,2,682,24,2097,248,593827200,0,4.012049319
2.87,448,5,100.82,1,744,50,1925,445,-90892800,0,4.613336749
8.3,173,9,8.5,1,29,39,922,138,118540800,0,2.140066163
2,41,7,56.18,1,252,17,242,473,585100800,0,4.028560822
8.36,218,5,121.39,1,584,49,2328,29,-851644800,0,4.799008503
2.18,395,5,92.04,2,166,28,885,426,621820800,0,4.522223265
11.16,601,4,39.77,2,441,36,86954,111,743385600,0,3.683112859
7.93,505,12,240.08,1,452,15,725,179,123292800,0,5.480972201
3.92,607,8,10.26,2,468,18,798,190,-1341792000,0,2.32825284
7.66,224,6,219.02,2,118,18,13422,96,-231292800,0,5.38916305
